Date,ETH-USD
2023-09-26,1593.417236328125
2023-09-27,1597.4912109375
2023-09-28,1652.8826904296875
2023-09-29,1667.94384765625
2023-09-30,1671.161865234375
2023-10-01,1733.8104248046875
2023-10-02,1663.6275634765625
2023-10-03,1656.6856689453125
2023-10-04,1647.838134765625
2023-10-05,1611.4764404296875
2023-10-06,1645.83154296875
2023-10-07,1634.51123046875
2023-10-08,1633.548583984375
2023-10-09,1579.806640625
2023-10-10,1567.7130126953125
2023-10-11,1566.2547607421875
2023-10-12,1539.6124267578125
2023-10-13,1552.0894775390625
2023-10-14,1555.2568359375
2023-10-15,1558.06982421875
2023-10-16,1600.5343017578125
2023-10-17,1565.4395751953125
2023-10-18,1563.7498779296875
2023-10-19,1567.45703125
2023-10-20,1604.6668701171875
2023-10-21,1629.304443359375
2023-10-22,1663.429931640625
2023-10-23,1765.3826904296875
2023-10-24,1784.4375
2023-10-25,1787.3975830078125
2023-10-26,1804.039306640625
2023-10-27,1780.0452880859375
2023-10-28,1776.6181640625
2023-10-29,1795.5460205078125
2023-10-30,1810.088623046875
2023-10-31,1816.458984375
2023-11-01,1847.0897216796875
2023-11-02,1800.6209716796875
2023-11-03,1832.795166015625
2023-11-04,1857.6986083984375
2023-11-05,1894.15771484375
2023-11-06,1899.83740234375
2023-11-07,1888.124267578125
2023-11-08,1889.3223876953125
2023-11-09,2120.56103515625
2023-11-10,2078.289794921875
2023-11-11,2052.7138671875
2023-11-12,2045.18701171875
2023-11-13,2055.265380859375
2023-11-14,1979.0526123046875
2023-11-15,2060.408447265625
2023-11-16,1960.881591796875
2023-11-17,1961.28076171875
2023-11-18,1963.2850341796875
2023-11-19,2013.2044677734375
2023-11-20,2022.2391357421875
2023-11-21,1937.0667724609375
2023-11-22,2064.42529296875
2023-11-23,2062.210693359375
2023-11-24,2081.152099609375
2023-11-25,2084.4130859375
2023-11-26,2063.2861328125
2023-11-27,2027.4173583984375
2023-11-28,2049.338134765625
2023-11-29,2029.92919921875
2023-11-30,2052.55615234375
2023-12-01,2087.139892578125
2023-12-02,2165.7041015625
2023-12-03,2193.691650390625
2023-12-04,2243.2158203125
2023-12-05,2293.841796875
2023-12-06,2231.661376953125
2023-12-07,2357.57958984375
2023-12-08,2358.73193359375
2023-12-09,2341.17529296875
2023-12-10,2352.462646484375
2023-12-11,2224.578857421875
2023-12-12,2202.0380859375
2023-12-13,2260.648681640625
2023-12-14,2316.5791015625
2023-12-15,2219.33740234375
2023-12-16,2226.926513671875
2023-12-17,2196.481201171875
2023-12-18,2217.2734375
2023-12-19,2177.87255859375
2023-12-20,2201.911376953125
2023-12-21,2239.54248046875
2023-12-22,2326.52490234375
2023-12-23,2309.04638671875
2023-12-24,2265.692138671875
2023-12-25,2272.561767578125
2023-12-26,2231.46533203125
2023-12-27,2378.739990234375
2023-12-28,2347.566162109375
2023-12-29,2300.690673828125
2023-12-30,2292.0654296875
2023-12-31,2281.47119140625
2024-01-01,2352.327880859375
2024-01-02,2355.83642578125
2024-01-03,2210.761962890625
2024-01-04,2269.0380859375
2024-01-05,2268.647216796875
2024-01-06,2241.624755859375
2024-01-07,2222.865966796875
2024-01-08,2333.03271484375
2024-01-09,2344.8271484375
2024-01-10,2582.103515625
2024-01-11,2619.619140625
2024-01-12,2524.460205078125
2024-01-13,2576.597900390625
2024-01-14,2472.2412109375
2024-01-15,2511.36376953125
2024-01-16,2587.691162109375
2024-01-17,2528.369384765625
2024-01-18,2467.018798828125
2024-01-19,2489.49853515625
2024-01-20,2469.589111328125
2024-01-21,2453.9130859375
2024-01-22,2310.826416015625
2024-01-23,2240.68603515625
2024-01-24,2233.561767578125
2024-01-25,2217.710205078125
2024-01-26,2267.19970703125
2024-01-27,2267.885986328125
2024-01-28,2257.208740234375
2024-01-29,2317.064208984375
2024-01-30,2344.49365234375
2024-01-31,2282.54443359375
2024-02-01,2303.82470703125
2024-02-02,2308.0380859375
2024-02-03,2296.038330078125
2024-02-04,2289.546142578125
2024-02-05,2298.888916015625
2024-02-06,2372.201904296875
2024-02-07,2423.7451171875
2024-02-08,2419.906494140625
2024-02-09,2487.515625
2024-02-10,2501.228271484375
2024-02-11,2507.570556640625
2024-02-12,2658.115966796875
2024-02-13,2642.185302734375
2024-02-14,2777.90234375
2024-02-15,2824.37890625
2024-02-16,2803.69140625
2024-02-17,2786.672607421875
2024-02-18,2878.998046875
2024-02-19,2943.57470703125
2024-02-20,3013.503662109375
2024-02-21,2970.35546875
2024-02-22,2971.00732421875
2024-02-23,2921.658203125
2024-02-24,2992.385986328125
2024-02-25,3112.697265625
2024-02-26,3178.99365234375
2024-02-27,3244.519287109375
2024-02-28,3385.703857421875
2024-02-29,3341.919677734375
2024-03-01,3435.053955078125
2024-03-02,3422.0498046875
2024-03-03,3490.99365234375
2024-03-04,3630.433837890625
2024-03-05,3554.964599609375
2024-03-06,3819.226318359375
2024-03-07,3874.34765625
2024-03-08,3892.06103515625
2024-03-09,3915.4189453125
2024-03-10,3881.193115234375
2024-03-11,4066.445068359375
2024-03-12,3980.273193359375
2024-03-13,4006.45703125
2024-03-14,3883.140380859375
2024-03-15,3735.22021484375
2024-03-16,3522.860107421875
2024-03-17,3642.4130859375
2024-03-18,3517.985107421875
2024-03-19,3157.6181640625
2024-03-20,3513.39306640625
2024-03-21,3492.9912109375
2024-03-22,3333.68798828125
2024-03-23,3336.593994140625
2024-03-24,3454.636474609375
2024-03-25,3590.8837890625
2024-03-26,3587.5048828125
2024-03-27,3500.115234375
2024-03-28,3561.2939453125
2024-03-29,3511.80615234375
2024-03-30,3507.9443359375
2024-03-31,3647.8564453125
2024-04-01,3505.030029296875
2024-04-02,3277.234619140625
2024-04-03,3311.44189453125
2024-04-04,3330.04052734375
2024-04-05,3318.88525390625
2024-04-06,3354.183837890625
2024-04-07,3453.49462890625
2024-04-08,3695.292724609375
2024-04-09,3505.163330078125
2024-04-10,3543.737060546875
2024-04-11,3505.247802734375
2024-04-12,3243.034912109375
2024-04-13,3004.900390625
2024-04-14,3156.94189453125
2024-04-15,3101.600341796875
2024-04-16,3084.920166015625
2024-04-17,2984.7275390625
2024-04-18,3066.027587890625
2024-04-19,3059.278564453125
2024-04-20,3157.627197265625
2024-04-21,3147.28857421875
2024-04-22,3201.652099609375
2024-04-23,3219.91162109375
2024-04-24,3139.80517578125
2024-04-25,3156.509521484375
2024-04-26,3130.164794921875
2024-04-27,3252.168212890625
2024-04-28,3262.774658203125
2024-04-29,3215.428955078125
2024-04-30,3012.286865234375
2024-05-01,2969.78466796875
2024-05-02,2988.16845703125
2024-05-03,3103.5419921875
2024-05-04,3117.576416015625
2024-05-05,3137.2490234375
2024-05-06,3062.728759765625
2024-05-07,3006.5771484375
2024-05-08,2973.6572265625
2024-05-09,3036.0205078125
2024-05-10,2909.791259765625
2024-05-11,2911.60205078125
2024-05-12,2928.701904296875
2024-05-13,2949.359619140625
2024-05-14,2881.157958984375
2024-05-15,3037.056640625
2024-05-16,2945.131103515625
2024-05-17,3094.11865234375
2024-05-18,3122.948974609375
2024-05-19,3071.843017578125
2024-05-20,3663.85546875
2024-05-21,3789.312744140625
2024-05-22,3737.2177734375
2024-05-23,3776.92724609375
2024-05-24,3726.9345703125
2024-05-25,3749.236572265625
2024-05-26,3825.8974609375
2024-05-27,3892.0068359375
2024-05-28,3840.25634765625
2024-05-29,3763.196533203125
2024-05-30,3746.849609375
2024-05-31,3760.026611328125
2024-06-01,3813.198974609375
2024-06-02,3780.89599609375
2024-06-03,3766.38916015625
2024-06-04,3812.515869140625
2024-06-05,3864.260986328125
2024-06-06,3811.60595703125
2024-06-07,3678.629150390625
2024-06-08,3680.949951171875
2024-06-09,3705.90380859375
2024-06-10,3666.717529296875
2024-06-11,3498.33056640625
2024-06-12,3559.61767578125
2024-06-13,3469.28125
2024-06-14,3480.27197265625
2024-06-15,3565.549560546875
2024-06-16,3620.5634765625
2024-06-17,3511.37890625
2024-06-18,3483.681396484375
2024-06-19,3559.347412109375
2024-06-20,3511.0869140625
2024-06-21,3516.07568359375
2024-06-22,3494.8134765625
2024-06-23,3418.61181640625
2024-06-24,3350.25634765625
2024-06-25,3395.029052734375
2024-06-26,3369.477294921875
2024-06-27,3444.800537109375
2024-06-28,3373.635986328125
2024-06-29,3372.9677734375
2024-06-30,3432.88916015625
2024-07-01,3440.341552734375
2024-07-02,3416.354736328125
2024-07-03,3292.916748046875
2024-07-04,3054.52197265625
2024-07-05,2981.5986328125
2024-07-06,3069.3779296875
2024-07-07,2929.38720703125
2024-07-08,3018.73193359375
2024-07-09,3064.032958984375
2024-07-10,3102.21875
2024-07-11,3100.330810546875
2024-07-12,3134.15869140625
2024-07-13,3177.19873046875
2024-07-14,3244.0791015625
2024-07-15,3489.552734375
2024-07-16,3443.513427734375
2024-07-17,3388.75244140625
2024-07-18,3426.258544921875
2024-07-19,3505.73486328125
2024-07-20,3519.29541015625
2024-07-21,3536.60546875
2024-07-22,3440.419921875
2024-07-23,3481.995849609375
2024-07-24,3336.33935546875
2024-07-25,3174.42724609375
2024-07-26,3275.951416015625
2024-07-27,3247.60791015625
2024-07-28,3271.464599609375
2024-07-29,3320.539306640625
2024-07-30,3278.667724609375
2024-07-31,3231.295654296875
2024-08-01,3201.564453125
2024-08-02,2986.01318359375
2024-08-03,2903.3857421875
2024-08-04,2686.39892578125
2024-08-05,2417.206298828125
2024-08-06,2458.723876953125
2024-08-07,2336.58935546875
2024-08-08,2683.352783203125
2024-08-09,2599.5986328125
2024-08-10,2610.02294921875
2024-08-11,2553.252197265625
2024-08-12,2724.431884765625
2024-08-13,2703.671875
2024-08-14,2662.914794921875
2024-08-15,2570.087646484375
2024-08-16,2593.1865234375
2024-08-17,2614.546875
2024-08-18,2613.357177734375
2024-08-19,2637.306396484375
2024-08-20,2573.10693359375
2024-08-21,2631.3955078125
2024-08-22,2622.951416015625
2024-08-23,2764.447021484375
2024-08-24,2769.3896484375
2024-08-25,2749.15771484375
2024-08-26,2681.340576171875
2024-08-27,2458.7265625
2024-08-28,2528.41552734375
2024-08-29,2528.792724609375
2024-08-30,2525.822021484375
2024-08-31,2513.393798828125
2024-09-01,2427.90234375
2024-09-02,2538.187255859375
2024-09-03,2420.603759765625
2024-09-04,2448.97705078125
2024-09-05,2367.737548828125
2024-09-06,2223.87646484375
2024-09-07,2274.107177734375
2024-09-08,2297.29296875
2024-09-09,2358.482177734375
2024-09-10,2389.5810546875
2024-09-11,2339.841552734375
2024-09-12,2361.78173828125
2024-09-13,2441.607177734375
2024-09-14,2418.595703125
2024-09-15,2320.897216796875
2024-09-16,2295.28369140625
2024-09-17,2341.707763671875
2024-09-18,2369.72900390625
2024-09-19,2464.752197265625
2024-09-20,2561.072021484375
2024-09-21,2615.857177734375
2024-09-22,2582.862548828125
2024-09-23,2648.54638671875
2024-09-24,2654.35498046875
2024-09-25,2579.388671875
2024-09-26,2632.199951171875
2024-09-27,2695.900634765625
2024-09-28,2677.5390625
2024-09-29,2659.346923828125
2024-09-30,2603.062744140625
2024-10-01,2448.921142578125
2024-10-02,2365.231689453125
2024-10-03,2349.791259765625
2024-10-04,2414.7939453125
2024-10-05,2415.6318359375
2024-10-06,2439.957763671875
2024-10-07,2421.796630859375
2024-10-08,2439.8408203125
2024-10-09,2368.283447265625
2024-10-10,2383.85791015625
2024-10-11,2436.513427734375
2024-10-12,2476.523193359375
2024-10-13,2467.677001953125
2024-10-14,2628.89990234375
2024-10-15,2606.02197265625
2024-10-16,2611.10205078125
2024-10-17,2604.2734375
2024-10-18,2641.55224609375
2024-10-19,2648.656982421875
2024-10-20,2746.364013671875
2024-10-21,2665.712158203125
2024-10-22,2620.197509765625
2024-10-23,2509.098876953125
2024-10-24,2534.49853515625
2024-10-25,2435.93408203125
2024-10-26,2479.603271484375
2024-10-27,2505.940673828125
2024-10-28,2565.34814453125
2024-10-29,2637.95751953125
2024-10-30,2657.37255859375
2024-10-31,2515.79931640625
2024-11-01,2511.885498046875
2024-11-02,2491.068603515625
2024-11-03,2456.42529296875
2024-11-04,2397.0263671875
2024-11-05,2422.650634765625
2024-11-06,2724.169189453125
2024-11-07,2895.58544921875
2024-11-08,2962.296630859375
2024-11-09,3131.14453125
2024-11-10,3191.331298828125
2024-11-11,3374.81298828125
2024-11-12,3246.25732421875
2024-11-13,3192.595947265625
2024-11-14,3058.94873046875
2024-11-15,3103.04052734375
2024-11-16,3133.27392578125
2024-11-17,3075.66162109375
2024-11-18,3207.8564453125
2024-11-19,3111.384033203125
2024-11-20,3072.18798828125
2024-11-21,3361.053955078125
2024-11-22,3331.600830078125
2024-11-23,3396.223388671875
2024-11-24,3363.659912109375
2024-11-25,3413.5439453125
2024-11-26,3326.517333984375
2024-11-27,3657.249267578125
2024-11-28,3579.8115234375
2024-11-29,3593.494384765625
2024-11-30,3705.705322265625
2024-12-01,3711.1650390625
2024-12-02,3644.198486328125
2024-12-03,3620.711669921875
2024-12-04,3841.3310546875
2024-12-05,3811.00830078125
2024-12-06,4005.810546875
2024-12-07,4002.692626953125
2024-12-08,4005.70458984375
2024-12-09,3718.6904296875
2024-12-10,3631.833740234375
2024-12-11,3832.822021484375
2024-12-12,3883.1015625
2024-12-13,3911.205322265625
2024-12-14,3868.4052734375
2024-12-15,3951.941162109375
2024-12-16,3987.48095703125
2024-12-17,3886.76611328125
2024-12-18,3618.791259765625
2024-12-19,3417.927978515625
2024-12-20,3472.553466796875
2024-12-21,3337.222412109375
2024-12-22,3277.53515625
2024-12-23,3415.785400390625
2024-12-24,3492.0498046875
2024-12-25,3493.2353515625
2024-12-26,3331.225830078125
2024-12-27,3328.9169921875
2024-12-28,3397.90234375
2024-12-29,3349.513427734375
2024-12-30,3356.392578125
2024-12-31,3332.53173828125
2025-01-01,3353.504150390625
2025-01-02,3451.392578125
2025-01-03,3605.009765625
2025-01-04,3657.706787109375
2025-01-05,3634.103759765625
2025-01-06,3688.611328125
2025-01-07,3381.577392578125
2025-01-08,3326.329345703125
2025-01-09,3219.4306640625
2025-01-10,3267.489990234375
2025-01-11,3282.2177734375
2025-01-12,3265.951171875
2025-01-13,3135.499755859375
2025-01-14,3223.6845703125
2025-01-15,3450.53759765625
2025-01-16,3308.34521484375
2025-01-17,3474.107177734375
2025-01-18,3305.78955078125
2025-01-19,3208.96435546875
2025-01-20,3278.035400390625
2025-01-21,3327.40625
2025-01-22,3240.224609375
2025-01-23,3334.714111328125
2025-01-24,3309.554931640625
2025-01-25,3317.26953125
2025-01-26,3236.13427734375
2025-01-27,3178.92041015625
2025-01-28,3077.112548828125
2025-01-29,3112.9990234375
2025-01-30,3247.780029296875
2025-01-31,3298.26513671875
2025-02-01,3118.32861328125
2025-02-02,2868.69287109375
2025-02-03,2884.566650390625
2025-02-04,2735.05126953125
2025-02-05,2787.779052734375
2025-02-06,2688.40087890625
2025-02-07,2622.211181640625
2025-02-08,2632.308349609375
2025-02-09,2628.72119140625
2025-02-10,2661.166748046875
2025-02-11,2602.781982421875
2025-02-12,2736.902099609375
2025-02-13,2675.902587890625
2025-02-14,2726.091552734375
2025-02-15,2693.559814453125
2025-02-16,2663.31591796875
2025-02-17,2743.19970703125
2025-02-18,2669.3388671875
2025-02-19,2715.77099609375
2025-02-20,2740.386474609375
2025-02-21,2659.655517578125
2025-02-22,2764.029296875
2025-02-23,2821.310302734375
2025-02-24,2513.8212890625
2025-02-25,2493.592529296875
2025-02-26,2331.45263671875
2025-02-27,2305.484375
2025-02-28,2237.9052734375
2025-03-01,2216.643310546875
2025-03-02,2519.694580078125
2025-03-03,2145.573974609375
2025-03-04,2170.01513671875
2025-03-05,2241.977294921875
2025-03-06,2202.476806640625
2025-03-07,2138.987548828125
2025-03-08,2201.51025390625
2025-03-09,2015.5091552734375
2025-03-10,1861.1513671875
2025-03-11,1919.844970703125
2025-03-12,1908.982666015625
2025-03-13,1862.9696044921875
2025-03-14,1909.467529296875
2025-03-15,1937.3946533203125
2025-03-16,1887.43505859375
2025-03-17,1927.0029296875
2025-03-18,1932.54345703125
2025-03-19,2057.7490234375
2025-03-20,1982.099853515625
2025-03-21,1964.8475341796875
2025-03-22,1980.037841796875
2025-03-23,2005.2991943359375
2025-03-24,2077.47900390625
2025-03-25,2067.76416015625
2025-03-26,2009.1893310546875
2025-03-27,2002.357421875
2025-03-28,1895.5029296875
2025-03-29,1827.3203125
2025-03-30,1806.2186279296875
2025-03-31,1823.47998046875
2025-04-01,1905.491455078125
2025-04-02,1795.313232421875
2025-04-03,1815.63720703125
2025-04-04,1815.335205078125
2025-04-05,1805.9732666015625
2025-04-06,1576.72802734375
2025-04-07,1555.240966796875
2025-04-08,1472.5531005859375
2025-04-09,1668.0400390625
2025-04-10,1522.518798828125
2025-04-11,1567.1497802734375
2025-04-12,1643.528564453125
2025-04-13,1596.685791015625
2025-04-14,1622.7698974609375
2025-04-15,1588.6324462890625
2025-04-16,1578.1053466796875
2025-04-17,1582.54833984375
2025-04-18,1588.9246826171875
2025-04-19,1612.9228515625
2025-04-20,1587.5142822265625
2025-04-21,1579.7344970703125
2025-04-22,1757.3316650390625
2025-04-23,1796.104248046875
2025-04-24,1769.8316650390625
2025-04-25,1786.634521484375
2025-04-26,1821.881103515625
2025-04-27,1792.864990234375
2025-04-28,1798.851806640625
2025-04-29,1799.1756591796875
2025-04-30,1793.775390625
2025-05-01,1839.2215576171875
2025-05-02,1842.7078857421875
2025-05-03,1833.8397216796875
2025-05-04,1808.59423828125
2025-05-05,1819.697509765625
2025-05-06,1815.0875244140625
2025-05-07,1811.606689453125
2025-05-08,2206.5146484375
2025-05-09,2345.50732421875
2025-05-10,2582.422607421875
2025-05-11,2510.23779296875
2025-05-12,2496.397705078125
2025-05-13,2680.129638671875
2025-05-14,2610.063232421875
2025-05-15,2546.85693359375
2025-05-16,2536.297607421875
2025-05-17,2475.75439453125
2025-05-18,2498.233642578125
2025-05-19,2529.166748046875
2025-05-20,2524.173095703125
2025-05-21,2552.34716796875
2025-05-22,2664.156982421875
2025-05-23,2526.44189453125
2025-05-24,2530.646240234375
2025-05-25,2551.763916015625
2025-05-26,2564.138427734375
2025-05-27,2663.06982421875
2025-05-28,2682.212890625
2025-05-29,2632.65478515625
2025-05-30,2529.943603515625
2025-05-31,2529.08740234375
2025-06-01,2536.266357421875
2025-06-02,2607.097412109375
2025-06-03,2593.2802734375
2025-06-04,2608.64306640625
2025-06-05,2416.28564453125
2025-06-06,2477.19482421875
2025-06-07,2526.50537109375
2025-06-08,2510.787109375
2025-06-09,2681.51708984375
2025-06-10,2813.517578125
2025-06-11,2773.529296875
2025-06-12,2651.795166015625
2025-06-13,2579.486083984375
2025-06-14,2533.444091796875
2025-06-15,2546.837158203125
2025-06-16,2540.60498046875
2025-06-17,2510.761474609375
2025-06-18,2524.301513671875
2025-06-19,2521.653564453125
2025-06-20,2407.30419921875
2025-06-21,2300.49560546875
2025-06-22,2228.213134765625
2025-06-23,2421.824951171875
2025-06-24,2448.0087890625
2025-06-25,2419.310302734375
2025-06-26,2416.146728515625
2025-06-27,2423.866943359375
2025-06-28,2437.109375
2025-06-29,2500.9599609375
2025-06-30,2486.46435546875
2025-07-01,2405.792724609375
2025-07-02,2571.33544921875
2025-07-03,2591.00732421875
2025-07-04,2508.518310546875
2025-07-05,2517.280029296875
2025-07-06,2571.236572265625
2025-07-07,2543.01318359375
2025-07-08,2615.505859375
2025-07-09,2770.777587890625
2025-07-10,2954.84521484375
2025-07-11,2957.88623046875
2025-07-12,2942.91162109375
2025-07-13,2973.35888671875
2025-07-14,3013.350830078125
2025-07-15,3139.8896484375
2025-07-16,3371.5068359375
2025-07-17,3476.784423828125
2025-07-18,3549.016357421875
2025-07-19,3595.273681640625
2025-07-20,3759.471435546875
2025-07-21,3763.371337890625
2025-07-22,3749.1455078125
2025-07-23,3629.70361328125
2025-07-24,3708.005615234375
2025-07-25,3727.266845703125
2025-07-26,3741.39599609375
2025-07-27,3875.24658203125
2025-07-28,3787.42578125
2025-07-29,3793.454833984375
2025-07-30,3808.20166015625
2025-07-31,3696.707763671875
2025-08-01,3488.365966796875
2025-08-02,3392.7412109375
2025-08-03,3497.379150390625
2025-08-04,3718.986083984375
2025-08-05,3611.8994140625
2025-08-06,3683.920654296875
2025-08-07,3914.325927734375
2025-08-08,4009.848876953125
2025-08-09,4263.59912109375
2025-08-10,4254.2177734375
2025-08-11,4226.966796875
2025-08-12,4590.9248046875
2025-08-13,4756.27587890625
2025-08-14,4548.16650390625
2025-08-15,4439.98876953125
2025-08-16,4426.18017578125
2025-08-17,4473.271484375
2025-08-18,4312.5048828125
2025-08-19,4073.464111328125
2025-08-20,4334.50048828125
2025-08-21,4223.2099609375
2025-08-22,4831.3486328125
2025-08-23,4776.09033203125
2025-08-24,4779.6474609375
2025-08-25,4372.98779296875
2025-08-26,4600.4267578125
2025-08-27,4503.39306640625
2025-08-28,4507.177734375
2025-08-29,4360.15283203125
2025-08-30,4374.1533203125
2025-08-31,4390.01904296875
2025-09-01,4314.47021484375
2025-09-02,4325.36572265625
2025-09-03,4450.38916015625
2025-09-04,4298.744140625
2025-09-05,4306.98876953125
2025-09-06,4274.2421875
2025-09-07,4305.34765625
2025-09-08,4308.072265625
2025-09-09,4309.04150390625
2025-09-10,4349.14599609375
2025-09-11,4461.2333984375
2025-09-12,4715.24609375
2025-09-13,4668.1796875
2025-09-14,4609.59765625
2025-09-15,4526.8203125
2025-09-16,4503.564453125
2025-09-17,4592.7333984375
2025-09-18,4589.9189453125
2025-09-19,4470.9169921875
2025-09-20,4482.265625
2025-09-21,4451.3291015625
2025-09-22,4202.87744140625
2025-09-23,4165.50390625
2025-09-24,4153.46923828125
2025-09-25,3868.333984375
2025-09-26,3950.368896484375
