Date,MNT27075-USD
2023-09-26,0.3900650143623352
2023-09-27,0.3886379897594452
2023-09-28,0.3947170078754425
2023-09-29,0.3974370062351227
2023-09-30,0.398050993680954
2023-10-01,0.3988330066204071
2023-10-02,0.4113680124282837
2023-10-03,0.4119899868965149
2023-10-04,0.40684300661087036
2023-10-05,0.39915400743484497
2023-10-06,0.3976050019264221
2023-10-07,0.3928149938583374
2023-10-08,0.3803589940071106
2023-10-09,0.3738279938697815
2023-10-10,0.36437898874282837
2023-10-11,0.3527030050754547
2023-10-12,0.3403970003128052
2023-10-13,0.3243269920349121
2023-10-14,0.32699498534202576
2023-10-15,0.32479798793792725
2023-10-16,0.3338150084018707
2023-10-17,0.3231320083141327
2023-10-18,0.31901198625564575
2023-10-19,0.3307870030403137
2023-10-20,0.3721579909324646
2023-10-21,0.3853349983692169
2023-10-22,0.37393900752067566
2023-10-23,0.3801870048046112
2023-10-24,0.3776730000972748
2023-10-25,0.3728429973125458
2023-10-26,0.37639400362968445
2023-10-27,0.37549400329589844
2023-10-28,0.3775840103626251
2023-10-29,0.3792940080165863
2023-10-30,0.37863799929618835
2023-10-31,0.3789530098438263
2023-11-01,0.38356301188468933
2023-11-02,0.40303701162338257
2023-11-03,0.4107379913330078
2023-11-04,0.40983501076698303
2023-11-05,0.4141579866409302
2023-11-06,0.4154439866542816
2023-11-07,0.41579699516296387
2023-11-08,0.43460699915885925
2023-11-09,0.45934000611305237
2023-11-10,0.46281200647354126
2023-11-11,0.4349130094051361
2023-11-12,0.440326988697052
2023-11-13,0.45619601011276245
2023-11-14,0.44790899753570557
2023-11-15,0.45785799622535706
2023-11-16,0.48083099722862244
2023-11-17,0.5303149819374084
2023-11-18,0.5075039863586426
2023-11-19,0.4937329888343811
2023-11-20,0.4929560124874115
2023-11-21,0.46924299001693726
2023-11-22,0.46314001083374023
2023-11-23,0.5075479745864868
2023-11-24,0.5081949830055237
2023-11-25,0.5130969882011414
2023-11-26,0.5129860043525696
2023-11-27,0.5053290128707886
2023-11-28,0.5333229899406433
2023-11-29,0.5244449973106384
2023-11-30,0.5384420156478882
2023-12-01,0.5441880226135254
2023-12-02,0.5485659837722778
2023-12-03,0.5463039875030518
2023-12-04,0.5960969924926758
2023-12-05,0.5864970088005066
2023-12-06,0.6288440227508545
2023-12-07,0.6418139934539795
2023-12-08,0.6371009945869446
2023-12-09,0.6192110180854797
2023-12-10,0.6072419881820679
2023-12-11,0.5830870270729065
2023-12-12,0.581512987613678
2023-12-13,0.586775004863739
2023-12-14,0.5985069870948792
2023-12-15,0.5809530019760132
2023-12-16,0.5828819870948792
2023-12-17,0.5672129988670349
2023-12-18,0.5672569870948792
2023-12-19,0.5623090267181396
2023-12-20,0.5637289881706238
2023-12-21,0.5758870244026184
2023-12-22,0.6001629829406738
2023-12-23,0.6183329820632935
2023-12-24,0.6258760094642639
2023-12-25,0.6110860109329224
2023-12-26,0.5879930257797241
2023-12-27,0.6161209940910339
2023-12-28,0.644025981426239
2023-12-29,0.6590350270271301
2023-12-30,0.658843994140625
2023-12-31,0.6424199938774109
2024-01-01,0.6445170044898987
2024-01-02,0.668819010257721
2024-01-03,0.624131977558136
2024-01-04,0.602882981300354
2024-01-05,0.6056979894638062
2024-01-06,0.5993329882621765
2024-01-07,0.5900729894638062
2024-01-08,0.6104450225830078
2024-01-09,0.657787024974823
2024-01-10,0.7741559743881226
2024-01-11,0.8007130026817322
2024-01-12,0.7410439848899841
2024-01-13,0.7689239978790283
2024-01-14,0.6999160051345825
2024-01-15,0.719340980052948
2024-01-16,0.7291939854621887
2024-01-17,0.7116460204124451
2024-01-18,0.6878309845924377
2024-01-19,0.6820120215415955
2024-01-20,0.6733769774436951
2024-01-21,0.6775829792022705
2024-01-22,0.6481599807739258
2024-01-23,0.6204649806022644
2024-01-24,0.6320840120315552
2024-01-25,0.6166980266571045
2024-01-26,0.6535919904708862
2024-01-27,0.6550530195236206
2024-01-28,0.639045000076294
2024-01-29,0.6214569807052612
2024-01-30,0.5922589898109436
2024-01-31,0.5852450132369995
2024-02-01,0.5888839960098267
2024-02-02,0.5890730023384094
2024-02-03,0.5904690027236938
2024-02-04,0.596127986907959
2024-02-05,0.5907160043716431
2024-02-06,0.598351001739502
2024-02-07,0.6099420189857483
2024-02-08,0.6108270287513733
2024-02-09,0.6490210294723511
2024-02-10,0.6514660120010376
2024-02-11,0.6544309854507446
2024-02-12,0.6841869950294495
2024-02-13,0.6936799883842468
2024-02-14,0.7766979932785034
2024-02-15,0.7776619791984558
2024-02-16,0.7717919945716858
2024-02-17,0.7504600286483765
2024-02-18,0.7872809767723083
2024-02-19,0.7761420011520386
2024-02-20,0.7645630240440369
2024-02-21,0.7260509729385376
2024-02-22,0.7802450060844421
2024-02-23,0.7859110236167908
2024-02-24,0.7823219895362854
2024-02-25,0.8880900144577026
2024-02-26,0.9272900223731995
2024-02-27,0.88959801197052
2024-02-28,0.943606972694397
2024-02-29,0.8986350297927856
2024-03-01,0.9292659759521484
2024-03-02,0.9028509855270386
2024-03-03,0.8851519823074341
2024-03-04,0.9400359988212585
2024-03-05,0.9228439927101135
2024-03-06,0.974819004535675
2024-03-07,0.9833430051803589
2024-03-08,1.054834008216858
2024-03-09,1.0549019575119019
2024-03-10,1.0406500101089478
2024-03-11,1.0791349411010742
2024-03-12,1.0399019718170166
2024-03-13,1.0409820079803467
2024-03-14,0.9862689971923828
2024-03-15,0.8862429857254028
2024-03-16,0.8298060297966003
2024-03-17,0.8774510025978088
2024-03-18,0.8350340127944946
2024-03-19,0.7925209999084473
2024-03-20,0.8446339964866638
2024-03-21,0.8317639827728271
2024-03-22,0.7876610159873962
2024-03-23,0.8058680295944214
2024-03-24,0.8404830098152161
2024-03-25,0.8588560223579407
2024-03-26,0.9340519905090332
2024-03-27,1.254992961883545
2024-03-28,1.2130780220031738
2024-03-29,1.181758999824524
2024-03-30,1.2585480213165283
2024-03-31,1.316545009613037
2024-04-01,1.2575039863586426
2024-04-02,1.2666070461273193
2024-04-03,1.2384949922561646
2024-04-04,1.40841805934906
2024-04-05,1.3656150102615356
2024-04-06,1.3414570093154907
2024-04-07,1.413100004196167
2024-04-08,1.438040018081665
2024-04-09,1.362615942955017
2024-04-10,1.3300950527191162
2024-04-11,1.2722140550613403
2024-04-12,1.1601810455322266
2024-04-13,1.0929479598999023
2024-04-14,1.1545050144195557
2024-04-15,1.1218960285186768
2024-04-16,1.1210269927978516
2024-04-17,1.150560975074768
2024-04-18,1.169226050376892
2024-04-19,1.1417930126190186
2024-04-20,1.1928459405899048
2024-04-21,1.189985990524292
2024-04-22,1.230752944946289
2024-04-23,1.1685689687728882
2024-04-24,1.101027011871338
2024-04-25,1.124006986618042
2024-04-26,1.093150019645691
2024-04-27,1.0895739793777466
2024-04-28,1.0749269723892212
2024-04-29,1.042739987373352
2024-04-30,0.9571179747581482
2024-05-01,0.9494270086288452
2024-05-02,0.9963240027427673
2024-05-03,1.0401229858398438
2024-05-04,1.0501619577407837
2024-05-05,1.0653020143508911
2024-05-06,1.0430829524993896
2024-05-07,1.0418100357055664
2024-05-08,1.007025957107544
2024-05-09,1.0380929708480835
2024-05-10,1.0051820278167725
2024-05-11,1.0072519779205322
2024-05-12,1.0072499513626099
2024-05-13,0.9894090294837952
2024-05-14,0.952925980091095
2024-05-15,0.9984300136566162
2024-05-16,0.9731469750404358
2024-05-17,1.0059579610824585
2024-05-18,0.9758089780807495
2024-05-19,0.941178023815155
2024-05-20,1.0258179903030396
2024-05-21,1.0476690530776978
2024-05-22,1.043565034866333
2024-05-23,1.007735013961792
2024-05-24,1.011626958847046
2024-05-25,1.0156439542770386
2024-05-26,1.0249810218811035
2024-05-27,1.0341010093688965
2024-05-28,1.0174729824066162
2024-05-29,1.004125952720642
2024-05-30,0.9973120093345642
2024-05-31,0.9942209720611572
2024-06-01,0.9986670017242432
2024-06-02,0.9782140254974365
2024-06-03,0.9650819897651672
2024-06-04,0.9660090208053589
2024-06-05,1.0355000495910645
2024-06-06,1.0396770238876343
2024-06-07,0.9577609896659851
2024-06-08,0.9399840235710144
2024-06-09,0.9402210116386414
2024-06-10,0.9218540191650391
2024-06-11,0.879643976688385
2024-06-12,0.8969050049781799
2024-06-13,0.8958119750022888
2024-06-14,0.8891069889068604
2024-06-15,0.8968319892883301
2024-06-16,0.9000710248947144
2024-06-17,0.8498960137367249
2024-06-18,0.8118569850921631
2024-06-19,0.8235909938812256
2024-06-20,0.8180950284004211
2024-06-21,0.8115329742431641
2024-06-22,0.8085209727287292
2024-06-23,0.7827780246734619
2024-06-24,0.7519069910049438
2024-06-25,0.7835789918899536
2024-06-26,0.7740669846534729
2024-06-27,0.7904490232467651
2024-06-28,0.7756379842758179
2024-06-29,0.7781990170478821
2024-06-30,0.7897499799728394
2024-07-01,0.7878329753875732
2024-07-02,0.7803720235824585
2024-07-03,0.7444559931755066
2024-07-04,0.670166015625
2024-07-05,0.6393510103225708
2024-07-06,0.6688230037689209
2024-07-07,0.6266850233078003
2024-07-08,0.6556479930877686
2024-07-09,0.6559169888496399
2024-07-10,0.6835269927978516
2024-07-11,0.6963170170783997
2024-07-12,0.701537013053894
2024-07-13,0.7256510257720947
2024-07-14,0.7315089702606201
2024-07-15,0.7875949740409851
2024-07-16,0.7697319984436035
2024-07-17,0.7640690207481384
2024-07-18,0.8487380146980286
2024-07-19,0.8925589919090271
2024-07-20,0.8986819982528687
2024-07-21,0.8858159780502319
2024-07-22,0.8793519735336304
2024-07-23,0.8897659778594971
2024-07-24,0.8445709943771362
2024-07-25,0.8355839848518372
2024-07-26,0.8536810278892517
2024-07-27,0.817870020866394
2024-07-28,0.790448009967804
2024-07-29,0.7882220149040222
2024-07-30,0.7739580273628235
2024-07-31,0.7226809859275818
2024-08-01,0.7118009924888611
2024-08-02,0.6589670181274414
2024-08-03,0.643975019454956
2024-08-04,0.5852490067481995
2024-08-05,0.5952640175819397
2024-08-06,0.5976120233535767
2024-08-07,0.5728350281715393
2024-08-08,0.6473690271377563
2024-08-09,0.624239981174469
2024-08-10,0.6231619715690613
2024-08-11,0.6035090088844299
2024-08-12,0.6275860071182251
2024-08-13,0.6119999885559082
2024-08-14,0.6101509928703308
2024-08-15,0.5852460265159607
2024-08-16,0.5892339944839478
2024-08-17,0.6013889908790588
2024-08-18,0.5900520086288452
2024-08-19,0.6014059782028198
2024-08-20,0.594726026058197
2024-08-21,0.606078028678894
2024-08-22,0.6095250248908997
2024-08-23,0.6483089923858643
2024-08-24,0.6443729996681213
2024-08-25,0.6288909912109375
2024-08-26,0.6159459948539734
2024-08-27,0.5822610259056091
2024-08-28,0.6035820245742798
2024-08-29,0.5969799757003784
2024-08-30,0.6058329939842224
2024-08-31,0.6044870018959045
2024-09-01,0.580909013748169
2024-09-02,0.6022689938545227
2024-09-03,0.5755419731140137
2024-09-04,0.5726680159568787
2024-09-05,0.5616289973258972
2024-09-06,0.5345119833946228
2024-09-07,0.5411360263824463
2024-09-08,0.5484480261802673
2024-09-09,0.5630970001220703
2024-09-10,0.5680099725723267
2024-09-11,0.5590320229530334
2024-09-12,0.5658630132675171
2024-09-13,0.5747100114822388
2024-09-14,0.5766170024871826
2024-09-15,0.5582730174064636
2024-09-16,0.5565410256385803
2024-09-17,0.5610420107841492
2024-09-18,0.5771499872207642
2024-09-19,0.6015170216560364
2024-09-20,0.6055949926376343
2024-09-21,0.6185230016708374
2024-09-22,0.630994975566864
2024-09-23,0.6334649920463562
2024-09-24,0.6317099928855896
2024-09-25,0.6267300248146057
2024-09-26,0.6464110016822815
2024-09-27,0.6556299924850464
2024-09-28,0.641120970249176
2024-09-29,0.6433150172233582
2024-09-30,0.6244230270385742
2024-10-01,0.5826359987258911
2024-10-02,0.5737320184707642
2024-10-03,0.5680980086326599
2024-10-04,0.5883020162582397
2024-10-05,0.5948479771614075
2024-10-06,0.6056150197982788
2024-10-07,0.5927389860153198
2024-10-08,0.6045979857444763
2024-10-09,0.5836949944496155
2024-10-10,0.587867021560669
2024-10-11,0.5965710282325745
2024-10-12,0.6086239814758301
2024-10-13,0.6069740056991577
2024-10-14,0.6436169743537903
2024-10-15,0.6238049864768982
2024-10-16,0.623091995716095
2024-10-17,0.6151080131530762
2024-10-18,0.616500973701477
2024-10-19,0.6162520051002502
2024-10-20,0.6281309723854065
2024-10-21,0.6048880219459534
2024-10-22,0.6078389883041382
2024-10-23,0.5886660218238831
2024-10-24,0.5977280139923096
2024-10-25,0.5738599896430969
2024-10-26,0.5824339985847473
2024-10-27,0.5865380167961121
2024-10-28,0.5857509970664978
2024-10-29,0.6015480160713196
2024-10-30,0.6057329773902893
2024-10-31,0.5979260206222534
2024-11-01,0.578249990940094
2024-11-02,0.5728470087051392
2024-11-03,0.5598620176315308
2024-11-04,0.5501620173454285
2024-11-05,0.5627840161323547
2024-11-06,0.5977529883384705
2024-11-07,0.6681889891624451
2024-11-08,0.6709330081939697
2024-11-09,0.806879997253418
2024-11-10,0.7831090092658997
2024-11-11,0.807075023651123
2024-11-12,0.7356389760971069
2024-11-13,0.7078999876976013
2024-11-14,0.698199987411499
2024-11-15,0.735725998878479
2024-11-16,0.7519789934158325
2024-11-17,0.710798978805542
2024-11-18,0.7425270080566406
2024-11-19,0.7357720136642456
2024-11-20,0.7204480171203613
2024-11-21,0.7964230179786682
2024-11-22,0.8619620203971863
2024-11-23,0.8675640225410461
2024-11-24,0.8547760248184204
2024-11-25,0.835873007774353
2024-11-26,0.8122220039367676
2024-11-27,0.8783910274505615
2024-11-28,0.8684689998626709
2024-11-29,0.8770319819450378
2024-11-30,0.905460000038147
2024-12-01,0.9341009855270386
2024-12-02,0.9092509746551514
2024-12-03,0.9087399840354919
2024-12-04,1.0513930320739746
2024-12-05,1.123684048652649
2024-12-06,1.1481870412826538
2024-12-07,1.161208987236023
2024-12-08,1.2574670314788818
2024-12-09,1.1413500308990479
2024-12-10,1.1859370470046997
2024-12-11,1.3605270385742188
2024-12-12,1.2714970111846924
2024-12-13,1.2602189779281616
2024-12-14,1.2319979667663574
2024-12-15,1.242514967918396
2024-12-16,1.2121100425720215
2024-12-17,1.1875580549240112
2024-12-18,1.0964139699935913
2024-12-19,1.1682549715042114
2024-12-20,1.2740260362625122
2024-12-21,1.1581649780273438
2024-12-22,1.1639959812164307
2024-12-23,1.2084219455718994
2024-12-24,1.2437100410461426
2024-12-25,1.2369669675827026
2024-12-26,1.1732560396194458
2024-12-27,1.1908119916915894
2024-12-28,1.2091950178146362
2024-12-29,1.200363039970398
2024-12-30,1.2048289775848389
2024-12-31,1.2483940124511719
2025-01-01,1.2539880275726318
2025-01-02,1.3476879596710205
2025-01-03,1.37663996219635
2025-01-04,1.3793580532073975
2025-01-05,1.3968009948730469
2025-01-06,1.3558709621429443
2025-01-07,1.2712260484695435
2025-01-08,1.2101449966430664
2025-01-09,1.1463220119476318
2025-01-10,1.1835370063781738
2025-01-11,1.1667300462722778
2025-01-12,1.1403180360794067
2025-01-13,1.0976719856262207
2025-01-14,1.1056749820709229
2025-01-15,1.1465599536895752
2025-01-16,1.1190669536590576
2025-01-17,1.1349669694900513
2025-01-18,1.0626440048217773
2025-01-19,0.956371009349823
2025-01-20,1.030940055847168
2025-01-21,1.0867600440979004
2025-01-22,1.1032929420471191
2025-01-23,1.236322045326233
2025-01-24,1.175449013710022
2025-01-25,1.1948699951171875
2025-01-26,1.1528459787368774
2025-01-27,1.1210819482803345
2025-01-28,1.0733729600906372
2025-01-29,1.078773021697998
2025-01-30,1.1635769605636597
2025-01-31,1.231477975845337
2025-02-01,1.1545389890670776
2025-02-02,1.0529570579528809
2025-02-03,1.2276719808578491
2025-02-04,1.1419179439544678
2025-02-05,1.141394019126892
2025-02-06,1.0919090509414673
2025-02-07,1.052819013595581
2025-02-08,1.0483169555664062
2025-02-09,1.027974009513855
2025-02-10,1.0212810039520264
2025-02-11,1.0159109830856323
2025-02-12,1.049772024154663
2025-02-13,1.034850001335144
2025-02-14,1.0388729572296143
2025-02-15,1.0324009656906128
2025-02-16,1.0225869417190552
2025-02-17,1.0667810440063477
2025-02-18,1.0459109544754028
2025-02-19,1.0267529487609863
2025-02-20,1.0310460329055786
2025-02-21,0.897117018699646
2025-02-22,0.9016900062561035
2025-02-23,0.9130520224571228
2025-02-24,0.8113300204277039
2025-02-25,0.802075982093811
2025-02-26,0.7515349984169006
2025-02-27,0.7557640075683594
2025-02-28,0.7151889801025391
2025-03-01,0.7450090050697327
2025-03-02,0.7892569899559021
2025-03-03,0.7334100008010864
2025-03-04,0.7256600260734558
2025-03-05,0.7456629872322083
2025-03-06,0.7265599966049194
2025-03-07,0.7069950103759766
2025-03-08,0.7090319991111755
2025-03-09,0.6639569997787476
2025-03-10,0.6877020001411438
2025-03-11,0.713578999042511
2025-03-12,0.7513779997825623
2025-03-13,0.7257859706878662
2025-03-14,0.7322520017623901
2025-03-15,0.802291989326477
2025-03-16,0.8143060207366943
2025-03-17,0.8147029876708984
2025-03-18,0.8122419714927673
2025-03-19,0.8202199935913086
2025-03-20,0.7908369898796082
2025-03-21,0.7812489867210388
2025-03-22,0.7892429828643799
2025-03-23,0.7917150259017944
2025-03-24,0.8428620100021362
2025-03-25,0.8462910056114197
2025-03-26,0.8423010110855103
2025-03-27,0.8395670056343079
2025-03-28,0.832493007183075
2025-03-29,0.8074319958686829
2025-03-30,0.7933080196380615
2025-03-31,0.7926679849624634
2025-04-01,0.8013889789581299
2025-04-02,0.77811598777771
2025-04-03,0.7485849857330322
2025-04-04,0.740032970905304
2025-04-05,0.7394300103187561
2025-04-06,0.7037230134010315
2025-04-07,0.6934300065040588
2025-04-08,0.6727650165557861
2025-04-09,0.7124829888343811
2025-04-10,0.6813840270042419
2025-04-11,0.6997339725494385
2025-04-12,0.7065730094909668
2025-04-13,0.6949779987335205
2025-04-14,0.6929519772529602
2025-04-15,0.7007189989089966
2025-04-16,0.6990630030632019
2025-04-17,0.6802030205726624
2025-04-18,0.6570919752120972
2025-04-19,0.6626420021057129
2025-04-20,0.6583570241928101
2025-04-21,0.6668440103530884
2025-04-22,0.6975550055503845
2025-04-23,0.7025570273399353
2025-04-24,0.730400025844574
2025-04-25,0.7419080138206482
2025-04-26,0.7428910136222839
2025-04-27,0.7243090271949768
2025-04-28,0.7346330285072327
2025-04-29,0.7301440238952637
2025-04-30,0.7414590120315552
2025-05-01,0.7363849878311157
2025-05-02,0.7360420227050781
2025-05-03,0.7289980053901672
2025-05-04,0.7195590138435364
2025-05-05,0.7164769768714905
2025-05-06,0.7103679776191711
2025-05-07,0.711804986000061
2025-05-08,0.7572199702262878
2025-05-09,0.7685459852218628
2025-05-10,0.7935609817504883
2025-05-11,0.8057169914245605
2025-05-12,0.8036389946937561
2025-05-13,0.817238986492157
2025-05-14,0.7827720046043396
2025-05-15,0.7576829791069031
2025-05-16,0.7382109761238098
2025-05-17,0.7249109745025635
2025-05-18,0.739870011806488
2025-05-19,0.7271779775619507
2025-05-20,0.746055006980896
2025-05-21,0.7384439706802368
2025-05-22,0.7653579711914062
2025-05-23,0.7307990193367004
2025-05-24,0.7345029711723328
2025-05-25,0.7322390079498291
2025-05-26,0.7348899841308594
2025-05-27,0.7311599850654602
2025-05-28,0.7269420027732849
2025-05-29,0.7001100182533264
2025-05-30,0.6713550090789795
2025-05-31,0.678534984588623
2025-06-01,0.6843690276145935
2025-06-02,0.6845470070838928
2025-06-03,0.6779569983482361
2025-06-04,0.6630510091781616
2025-06-05,0.6311659812927246
2025-06-06,0.6363070011138916
2025-06-07,0.653078019618988
2025-06-08,0.6458619832992554
2025-06-09,0.6578559875488281
2025-06-10,0.6785609722137451
2025-06-11,0.6664119958877563
2025-06-12,0.6553720235824585
2025-06-13,0.642524003982544
2025-06-14,0.6361520290374756
2025-06-15,0.6214179992675781
2025-06-16,0.6195719838142395
2025-06-17,0.5944709777832031
2025-06-18,0.6045010089874268
2025-06-19,0.6312379837036133
2025-06-20,0.6297799944877625
2025-06-21,0.6104649901390076
2025-06-22,0.586899995803833
2025-06-23,0.6057329773902893
2025-06-24,0.6124939918518066
2025-06-25,0.6062880158424377
2025-06-26,0.6018900275230408
2025-06-27,0.59682697057724
2025-06-28,0.6070860028266907
2025-06-29,0.6036679744720459
2025-06-30,0.5897759795188904
2025-07-01,0.5638449788093567
2025-07-02,0.5834320187568665
2025-07-03,0.5869600176811218
2025-07-04,0.5610939860343933
2025-07-05,0.563435971736908
2025-07-06,0.5709360241889954
2025-07-07,0.5670949816703796
2025-07-08,0.5689650177955627
2025-07-09,0.5946289896965027
2025-07-10,0.6227030158042908
2025-07-11,0.6127009987831116
2025-07-12,0.6526470184326172
2025-07-13,0.7015029788017273
2025-07-14,0.7242569923400879
2025-07-15,0.7121729850769043
2025-07-16,0.7316529750823975
2025-07-17,0.7875270247459412
2025-07-18,0.7920640110969543
2025-07-19,0.803292989730835
2025-07-20,0.8024799823760986
2025-07-21,0.8013889789581299
2025-07-22,0.8269829750061035
2025-07-23,0.7903079986572266
2025-07-24,0.748196005821228
2025-07-25,0.767611026763916
2025-07-26,0.7962599992752075
2025-07-27,0.8292580246925354
2025-07-28,0.7944300174713135
2025-07-29,0.7621809840202332
2025-07-30,0.749055027961731
2025-07-31,0.7401610016822815
2025-08-01,0.6969249844551086
2025-08-02,0.6862660050392151
2025-08-03,0.7088459730148315
2025-08-04,0.8454139828681946
2025-08-05,0.9022560119628906
2025-08-06,0.8724910020828247
2025-08-07,1.0471030473709106
2025-08-08,1.0586049556732178
2025-08-09,1.0657490491867065
2025-08-10,1.0275169610977173
2025-08-11,0.9758049845695496
2025-08-12,1.0282789468765259
2025-08-13,1.1242409944534302
2025-08-14,1.0954610109329224
2025-08-15,1.2002379894256592
2025-08-16,1.3796019554138184
2025-08-17,1.2964069843292236
2025-08-18,1.300434947013855
2025-08-19,1.3549649715423584
2025-08-20,1.3271969556808472
2025-08-21,1.2411730289459229
2025-08-22,1.2991009950637817
2025-08-23,1.2303040027618408
2025-08-24,1.2207560539245605
2025-08-25,1.1339960098266602
2025-08-26,1.181089997291565
2025-08-27,1.204514980316162
2025-08-28,1.2540700435638428
2025-08-29,1.132362961769104
2025-08-30,1.188364028930664
2025-08-31,1.168745994567871
2025-09-01,1.1254620552062988
2025-09-02,1.1208380460739136
2025-09-03,1.11457097530365
2025-09-04,1.1365950107574463
2025-09-05,1.1759239435195923
2025-09-06,1.1465519666671753
2025-09-07,1.159000039100647
2025-09-08,1.183197021484375
2025-09-09,1.346323013305664
2025-09-10,1.4822449684143066
2025-09-11,1.6354910135269165
2025-09-12,1.7152830362319946
2025-09-13,1.6527830362319946
2025-09-14,1.6399439573287964
2025-09-15,1.6344430446624756
2025-09-16,1.7385220527648926
2025-09-17,1.696884036064148
2025-09-18,1.776144027709961
2025-09-19,1.6513500213623047
2025-09-20,1.674692988395691
2025-09-21,1.5590219497680664
2025-09-22,1.7320979833602905
2025-09-23,1.766374945640564
2025-09-24,1.7228790521621704
2025-09-25,1.6062519550323486
2025-09-26,1.6683403253555298
