Date,NEAR-USD
2023-09-26,1.0798269510269165
2023-09-27,1.0757590532302856
2023-09-28,1.1072850227355957
2023-09-29,1.1224939823150635
2023-09-30,1.1339869499206543
2023-10-01,1.1606210470199585
2023-10-02,1.1153990030288696
2023-10-03,1.098713994026184
2023-10-04,1.0992239713668823
2023-10-05,1.073317050933838
2023-10-06,1.0929850339889526
2023-10-07,1.091130018234253
2023-10-08,1.0936850309371948
2023-10-09,1.0407309532165527
2023-10-10,1.0434279441833496
2023-10-11,1.0278129577636719
2023-10-12,1.011749029159546
2023-10-13,1.00832200050354
2023-10-14,1.011152982711792
2023-10-15,1.0255210399627686
2023-10-16,1.0345180034637451
2023-10-17,1.0089080333709717
2023-10-18,0.9996700286865234
2023-10-19,0.9867100119590759
2023-10-20,1.0055710077285767
2023-10-21,1.040179967880249
2023-10-22,1.0536129474639893
2023-10-23,1.0974030494689941
2023-10-24,1.1353490352630615
2023-10-25,1.1415339708328247
2023-10-26,1.191964030265808
2023-10-27,1.2211500406265259
2023-10-28,1.2197599411010742
2023-10-29,1.2702499628067017
2023-10-30,1.3229600191116333
2023-10-31,1.334138035774231
2023-11-01,1.5283269882202148
2023-11-02,1.5241830348968506
2023-11-03,1.4765260219573975
2023-11-04,1.5146750211715698
2023-11-05,1.6368499994277954
2023-11-06,1.584352970123291
2023-11-07,1.4491640329360962
2023-11-08,1.4759639501571655
2023-11-09,1.436161994934082
2023-11-10,1.5587389469146729
2023-11-11,1.598507046699524
2023-11-12,1.697957992553711
2023-11-13,1.5944819450378418
2023-11-14,1.536965012550354
2023-11-15,1.7031869888305664
2023-11-16,1.725803017616272
2023-11-17,1.868772029876709
2023-11-18,1.7702909708023071
2023-11-19,1.988070011138916
2023-11-20,1.998265027999878
2023-11-21,1.7595239877700806
2023-11-22,1.8260289430618286
2023-11-23,1.8081239461898804
2023-11-24,1.8365410566329956
2023-11-25,1.8866440057754517
2023-11-26,1.8284200429916382
2023-11-27,1.7812860012054443
2023-11-28,1.8192369937896729
2023-11-29,1.8001329898834229
2023-11-30,1.8808510303497314
2023-12-01,1.8936799764633179
2023-12-02,2.0106160640716553
2023-12-03,1.9831379652023315
2023-12-04,2.1477019786834717
2023-12-05,2.2521870136260986
2023-12-06,2.286428928375244
2023-12-07,2.2697598934173584
2023-12-08,2.383758068084717
2023-12-09,2.426558017730713
2023-12-10,2.5161449909210205
2023-12-11,2.239845037460327
2023-12-12,2.3020999431610107
2023-12-13,2.3272430896759033
2023-12-14,2.3243589401245117
2023-12-15,2.189847946166992
2023-12-16,2.3820390701293945
2023-12-17,2.269366979598999
2023-12-18,2.284450054168701
2023-12-19,2.436285972595215
2023-12-20,2.839524030685425
2023-12-21,3.5197529792785645
2023-12-22,3.363208055496216
2023-12-23,3.895308017730713
2023-12-24,3.811609983444214
2023-12-25,4.255462169647217
2023-12-26,4.307384967803955
2023-12-27,4.089457988739014
2023-12-28,3.772416114807129
2023-12-29,3.61855411529541
2023-12-30,3.6729910373687744
2023-12-31,3.6528639793395996
2024-01-01,3.799201011657715
2024-01-02,3.923046112060547
2024-01-03,3.7758491039276123
2024-01-04,3.919748067855835
2024-01-05,3.5459020137786865
2024-01-06,3.480813980102539
2024-01-07,3.208437919616699
2024-01-08,3.4157779216766357
2024-01-09,3.2260210514068604
2024-01-10,3.591649055480957
2024-01-11,3.6200931072235107
2024-01-12,3.4491169452667236
2024-01-13,3.4010679721832275
2024-01-14,3.307068109512329
2024-01-15,3.3035550117492676
2024-01-16,3.2356228828430176
2024-01-17,3.2997701168060303
2024-01-18,3.073837995529175
2024-01-19,3.002487897872925
2024-01-20,2.9594430923461914
2024-01-21,2.9202721118927
2024-01-22,2.6442298889160156
2024-01-23,2.649487018585205
2024-01-24,2.6818900108337402
2024-01-25,2.6978509426116943
2024-01-26,2.9223029613494873
2024-01-27,2.9093520641326904
2024-01-28,2.880887985229492
2024-01-29,3.007158041000366
2024-01-30,3.0091350078582764
2024-01-31,2.822042942047119
2024-02-01,2.853393077850342
2024-02-02,2.8985190391540527
2024-02-03,2.814734935760498
2024-02-04,2.753314971923828
2024-02-05,2.7462809085845947
2024-02-06,2.733901023864746
2024-02-07,2.866760015487671
2024-02-08,2.925611972808838
2024-02-09,2.9934680461883545
2024-02-10,3.0457100868225098
2024-02-11,3.125072956085205
2024-02-12,3.388375997543335
2024-02-13,3.2164299488067627
2024-02-14,3.3352439403533936
2024-02-15,3.400365114212036
2024-02-16,3.280803918838501
2024-02-17,3.331804037094116
2024-02-18,3.5160930156707764
2024-02-19,3.533247947692871
2024-02-20,3.401885986328125
2024-02-21,3.2431859970092773
2024-02-22,3.2456159591674805
2024-02-23,3.35782790184021
2024-02-24,3.8612709045410156
2024-02-25,3.708153009414673
2024-02-26,4.097135066986084
2024-02-27,3.9530210494995117
2024-02-28,3.885641098022461
2024-02-29,3.870361089706421
2024-03-01,3.9619879722595215
2024-03-02,4.491659164428711
2024-03-03,4.440537929534912
2024-03-04,4.338475227355957
2024-03-05,4.249266147613525
2024-03-06,5.862256050109863
2024-03-07,5.5399627685546875
2024-03-08,5.754786968231201
2024-03-09,6.210823059082031
2024-03-10,5.956162929534912
2024-03-11,6.68389892578125
2024-03-12,8.022502899169922
2024-03-13,7.755109786987305
2024-03-14,8.882497787475586
2024-03-15,7.477389812469482
2024-03-16,6.7304911613464355
2024-03-17,8.241128921508789
2024-03-18,7.022090911865234
2024-03-19,6.357397079467773
2024-03-20,6.900822162628174
2024-03-21,6.442201137542725
2024-03-22,6.474308013916016
2024-03-23,6.623126983642578
2024-03-24,6.977639198303223
2024-03-25,7.458374977111816
2024-03-26,7.65586519241333
2024-03-27,7.259137153625488
2024-03-28,7.189585208892822
2024-03-29,6.973135948181152
2024-03-30,6.937624931335449
2024-03-31,7.3030829429626465
2024-04-01,6.742222785949707
2024-04-02,6.216184139251709
2024-04-03,6.609620094299316
2024-04-04,6.727497100830078
2024-04-05,7.227752208709717
2024-04-06,7.02336311340332
2024-04-07,6.916257858276367
2024-04-08,7.3644609451293945
2024-04-09,7.213878154754639
2024-04-10,6.987525939941406
2024-04-11,6.8025641441345215
2024-04-12,5.793785095214844
2024-04-13,5.234365940093994
2024-04-14,5.716465950012207
2024-04-15,5.223505973815918
2024-04-16,5.499640941619873
2024-04-17,5.409567832946777
2024-04-18,5.703774929046631
2024-04-19,5.5877461433410645
2024-04-20,6.224856853485107
2024-04-21,6.450003147125244
2024-04-22,7.035807132720947
2024-04-23,6.891204833984375
2024-04-24,6.879597187042236
2024-04-25,7.139514923095703
2024-04-26,6.921290874481201
2024-04-27,7.134767055511475
2024-04-28,7.051272869110107
2024-04-29,6.869527816772461
2024-04-30,6.1816182136535645
2024-05-01,6.147000789642334
2024-05-02,6.0906782150268555
2024-05-03,6.876380920410156
2024-05-04,6.8750081062316895
2024-05-05,7.497902870178223
2024-05-06,7.304293155670166
2024-05-07,7.123751163482666
2024-05-08,6.807665824890137
2024-05-09,7.486283779144287
2024-05-10,7.251708030700684
2024-05-11,7.0153021812438965
2024-05-12,6.88633394241333
2024-05-13,7.278495788574219
2024-05-14,7.019343852996826
2024-05-15,8.048585891723633
2024-05-16,8.012919425964355
2024-05-17,8.036334991455078
2024-05-18,7.925786018371582
2024-05-19,7.781746864318848
2024-05-20,8.281798362731934
2024-05-21,7.8202338218688965
2024-05-22,7.9830498695373535
2024-05-23,7.690104961395264
2024-05-24,7.908216953277588
2024-05-25,8.237351417541504
2024-05-26,7.80537223815918
2024-05-27,7.817514896392822
2024-05-28,7.705221176147461
2024-05-29,7.570457935333252
2024-05-30,7.282121181488037
2024-05-31,7.248654842376709
2024-06-01,7.36962890625
2024-06-02,7.194225788116455
2024-06-03,7.118687152862549
2024-06-04,7.425075054168701
2024-06-05,7.655089855194092
2024-06-06,7.333910942077637
2024-06-07,6.8800458908081055
2024-06-08,6.571623802185059
2024-06-09,6.591291904449463
2024-06-10,6.390912055969238
2024-06-11,6.065760135650635
2024-06-12,6.399778842926025
2024-06-13,5.919665813446045
2024-06-14,5.5840301513671875
2024-06-15,5.600974082946777
2024-06-16,5.6395721435546875
2024-06-17,5.171620845794678
2024-06-18,4.731679916381836
2024-06-19,4.958508014678955
2024-06-20,5.159675121307373
2024-06-21,5.407017230987549
2024-06-22,5.184945106506348
2024-06-23,5.1874871253967285
2024-06-24,5.372830867767334
2024-06-25,5.421197891235352
2024-06-26,5.175004005432129
2024-06-27,5.212277889251709
2024-06-28,4.958116054534912
2024-06-29,4.952416896820068
2024-06-30,5.302049160003662
2024-07-01,5.262991905212402
2024-07-02,5.512514114379883
2024-07-03,5.028016090393066
2024-07-04,4.619162082672119
2024-07-05,4.4178972244262695
2024-07-06,4.815793991088867
2024-07-07,4.399316787719727
2024-07-08,4.47232723236084
2024-07-09,4.53011417388916
2024-07-10,4.628055095672607
2024-07-11,4.9285569190979
2024-07-12,5.183526039123535
2024-07-13,5.208792209625244
2024-07-14,5.399120807647705
2024-07-15,5.936538219451904
2024-07-16,6.243734836578369
2024-07-17,6.074845790863037
2024-07-18,6.034566879272461
2024-07-19,6.437486171722412
2024-07-20,6.290355205535889
2024-07-21,6.337380886077881
2024-07-22,6.031447887420654
2024-07-23,5.769036769866943
2024-07-24,5.616591930389404
2024-07-25,5.423776149749756
2024-07-26,5.724639892578125
2024-07-27,5.684817790985107
2024-07-28,5.449138164520264
2024-07-29,5.279585838317871
2024-07-30,5.153081893920898
2024-07-31,4.9943461418151855
2024-08-01,4.98779821395874
2024-08-02,4.5977349281311035
2024-08-03,4.365372180938721
2024-08-04,4.132936000823975
2024-08-05,3.5290229320526123
2024-08-06,3.6711440086364746
2024-08-07,3.564707040786743
2024-08-08,4.063648223876953
2024-08-09,4.055445194244385
2024-08-10,4.1648688316345215
2024-08-11,3.86714506149292
2024-08-12,4.11207389831543
2024-08-13,4.3059401512146
2024-08-14,4.168641090393066
2024-08-15,4.0274858474731445
2024-08-16,3.9729199409484863
2024-08-17,3.9888179302215576
2024-08-18,3.903520107269287
2024-08-19,4.0
2024-08-20,4.034473896026611
2024-08-21,4.246969223022461
2024-08-22,4.301692008972168
2024-08-23,4.829037189483643
2024-08-24,5.044546127319336
2024-08-25,4.910554885864258
2024-08-26,4.7829179763793945
2024-08-27,4.530325889587402
2024-08-28,4.345395088195801
2024-08-29,4.216790199279785
2024-08-30,4.116755962371826
2024-08-31,4.035016059875488
2024-09-01,3.851619005203247
2024-09-02,3.9907989501953125
2024-09-03,3.7241249084472656
2024-09-04,3.886152982711792
2024-09-05,3.7074050903320312
2024-09-06,3.5458950996398926
2024-09-07,3.6636900901794434
2024-09-08,3.750783920288086
2024-09-09,4.016489028930664
2024-09-10,4.040198802947998
2024-09-11,3.9720630645751953
2024-09-12,4.2465081214904785
2024-09-13,4.289943218231201
2024-09-14,4.19431209564209
2024-09-15,4.022871971130371
2024-09-16,3.880192995071411
2024-09-17,4.131886959075928
2024-09-18,4.243157863616943
2024-09-19,4.363872051239014
2024-09-20,4.380475044250488
2024-09-21,4.6737961769104
2024-09-22,4.528008937835693
2024-09-23,5.171483039855957
2024-09-24,5.365303039550781
2024-09-25,5.143550872802734
2024-09-26,5.555717945098877
2024-09-27,5.459536075592041
2024-09-28,5.56279993057251
2024-09-29,5.500738143920898
2024-09-30,5.292970180511475
2024-10-01,4.8425188064575195
2024-10-02,4.633016109466553
2024-10-03,4.635335922241211
2024-10-04,4.824685096740723
2024-10-05,4.778327941894531
2024-10-06,4.951803207397461
2024-10-07,5.043309211730957
2024-10-08,4.892703056335449
2024-10-09,4.605521202087402
2024-10-10,4.590939044952393
2024-10-11,4.731009006500244
2024-10-12,4.8468499183654785
2024-10-13,4.694034099578857
2024-10-14,5.022414207458496
2024-10-15,5.061192989349365
2024-10-16,4.9463372230529785
2024-10-17,4.764453887939453
2024-10-18,4.893058776855469
2024-10-19,4.819650173187256
2024-10-20,4.971157073974609
2024-10-21,4.7832231521606445
2024-10-22,4.6773200035095215
2024-10-23,4.629580974578857
2024-10-24,4.71491813659668
2024-10-25,4.169299125671387
2024-10-26,4.233325958251953
2024-10-27,4.3042731285095215
2024-10-28,4.300681114196777
2024-10-29,4.430874824523926
2024-10-30,4.314311981201172
2024-10-31,4.049982070922852
2024-11-01,3.927180051803589
2024-11-02,3.8033740520477295
2024-11-03,3.6908669471740723
2024-11-04,3.616046905517578
2024-11-05,3.813896894454956
2024-11-06,4.234270095825195
2024-11-07,4.230734825134277
2024-11-08,4.3414812088012695
2024-11-09,4.636455059051514
2024-11-10,4.727680206298828
2024-11-11,5.566177845001221
2024-11-12,5.363576889038086
2024-11-13,5.169864177703857
2024-11-14,5.4167962074279785
2024-11-15,5.603342056274414
2024-11-16,5.961000919342041
2024-11-17,5.705327987670898
2024-11-18,6.0235490798950195
2024-11-19,5.7893218994140625
2024-11-20,5.477182865142822
2024-11-21,5.7984418869018555
2024-11-22,6.1390299797058105
2024-11-23,6.194852828979492
2024-11-24,6.881175994873047
2024-11-25,6.459236145019531
2024-11-26,6.537659168243408
2024-11-27,6.828429222106934
2024-11-28,7.037653923034668
2024-11-29,6.968207836151123
2024-11-30,7.005805015563965
2024-12-01,6.91849422454834
2024-12-02,7.426878929138184
2024-12-03,7.392641067504883
2024-12-04,7.467103958129883
2024-12-05,7.644489765167236
2024-12-06,8.028539657592773
2024-12-07,7.7453179359436035
2024-12-08,7.800045013427734
2024-12-09,6.531264781951904
2024-12-10,6.435824871063232
2024-12-11,6.8547282218933105
2024-12-12,6.912145137786865
2024-12-13,6.929051876068115
2024-12-14,6.681772232055664
2024-12-15,6.8587799072265625
2024-12-16,6.619996070861816
2024-12-17,6.375511169433594
2024-12-18,5.693435192108154
2024-12-19,5.212406158447266
2024-12-20,5.350356101989746
2024-12-21,5.019481182098389
2024-12-22,5.032057762145996
2024-12-23,5.428913116455078
2024-12-24,5.551753044128418
2024-12-25,5.441877841949463
2024-12-26,5.082489967346191
2024-12-27,5.104263782501221
2024-12-28,5.3288960456848145
2024-12-29,5.126215934753418
2024-12-30,5.036080837249756
2024-12-31,4.902723789215088
2025-01-01,5.276052951812744
2025-01-02,5.435338973999023
2025-01-03,5.810998916625977
2025-01-04,5.7923431396484375
2025-01-05,5.903985977172852
2025-01-06,6.016962051391602
2025-01-07,5.368399143218994
2025-01-08,5.157043933868408
2025-01-09,4.975574970245361
2025-01-10,5.085244178771973
2025-01-11,5.083042144775391
2025-01-12,4.969961166381836
2025-01-13,4.754609107971191
2025-01-14,5.0469841957092285
2025-01-15,5.312411785125732
2025-01-16,5.159666061401367
2025-01-17,5.754319190979004
2025-01-18,5.445093154907227
2025-01-19,4.969673156738281
2025-01-20,5.0975661277771
2025-01-21,5.248363018035889
2025-01-22,5.090702056884766
2025-01-23,4.984886169433594
2025-01-24,4.993552207946777
2025-01-25,4.926699161529541
2025-01-26,4.763298034667969
2025-01-27,4.633190155029297
2025-01-28,4.28914213180542
2025-01-29,4.413279056549072
2025-01-30,4.606001853942871
2025-01-31,4.617603778839111
2025-02-01,4.271040916442871
2025-02-02,3.752584934234619
2025-02-03,3.7779200077056885
2025-02-04,3.403398036956787
2025-02-05,3.279758930206299
2025-02-06,3.147468090057373
2025-02-07,3.2034449577331543
2025-02-08,3.2874319553375244
2025-02-09,3.1885058879852295
2025-02-10,3.2043230533599854
2025-02-11,3.202306032180786
2025-02-12,3.426985025405884
2025-02-13,3.374660015106201
2025-02-14,3.550295114517212
2025-02-15,3.4057860374450684
2025-02-16,3.4191460609436035
2025-02-17,3.257340908050537
2025-02-18,3.131432056427002
2025-02-19,3.1584019660949707
2025-02-20,3.4690370559692383
2025-02-21,3.3065459728240967
2025-02-22,3.4700510501861572
2025-02-23,3.4276840686798096
2025-02-24,3.058819055557251
2025-02-25,3.005431890487671
2025-02-26,3.0103440284729004
2025-02-27,3.0554189682006836
2025-02-28,3.065737009048462
2025-03-01,3.268012046813965
2025-03-02,3.5499188899993896
2025-03-03,2.971076011657715
2025-03-04,2.8135690689086914
2025-03-05,2.993669033050537
2025-03-06,3.0574231147766113
2025-03-07,2.9380838871002197
2025-03-08,2.8810880184173584
2025-03-09,2.549098014831543
2025-03-10,2.288585901260376
2025-03-11,2.4453349113464355
2025-03-12,2.5494799613952637
2025-03-13,2.570362091064453
2025-03-14,2.6060240268707275
2025-03-15,2.644037961959839
2025-03-16,2.5182039737701416
2025-03-17,2.6393120288848877
2025-03-18,2.5862200260162354
2025-03-19,2.7910380363464355
2025-03-20,2.7366089820861816
2025-03-21,2.7120161056518555
2025-03-22,2.7276859283447266
2025-03-23,2.7741498947143555
2025-03-24,2.9168639183044434
2025-03-25,3.0277159214019775
2025-03-26,2.985595941543579
2025-03-27,3.0104730129241943
2025-03-28,2.7331271171569824
2025-03-29,2.565509080886841
2025-03-30,2.589138984680176
2025-03-31,2.5131170749664307
2025-04-01,2.648482084274292
2025-04-02,2.4536728858947754
2025-04-03,2.5051369667053223
2025-04-04,2.5060460567474365
2025-04-05,2.4426050186157227
2025-04-06,2.157602071762085
2025-04-07,2.1203839778900146
2025-04-08,1.9073100090026855
2025-04-09,2.100461959838867
2025-04-10,2.004837989807129
2025-04-11,2.0890049934387207
2025-04-12,2.212127923965454
2025-04-13,2.097104072570801
2025-04-14,2.1113600730895996
2025-04-15,2.0378589630126953
2025-04-16,1.9657540321350098
2025-04-17,2.0483438968658447
2025-04-18,2.0558390617370605
2025-04-19,2.1804139614105225
2025-04-20,2.243911027908325
2025-04-21,2.21710205078125
2025-04-22,2.4019739627838135
2025-04-23,2.470196008682251
2025-04-24,2.5395619869232178
2025-04-25,2.61578106880188
2025-04-26,2.625602960586548
2025-04-27,2.491748094558716
2025-04-28,2.5875699520111084
2025-04-29,2.5301289558410645
2025-04-30,2.463299036026001
2025-05-01,2.540623903274536
2025-05-02,2.5107080936431885
2025-05-03,2.4244680404663086
2025-05-04,2.322834014892578
2025-05-05,2.315998077392578
2025-05-06,2.32607102394104
2025-05-07,2.28358793258667
2025-05-08,2.7316410541534424
2025-05-09,2.900110960006714
2025-05-10,3.356081962585449
2025-05-11,3.134932041168213
2025-05-12,3.1808409690856934
2025-05-13,3.2162959575653076
2025-05-14,3.0544850826263428
2025-05-15,2.8772809505462646
2025-05-16,2.7976460456848145
2025-05-17,2.6907799243927
2025-05-18,2.8673269748687744
2025-05-19,2.771480083465576
2025-05-20,2.807360887527466
2025-05-21,2.871274948120117
2025-05-22,3.0743439197540283
2025-05-23,2.7938270568847656
2025-05-24,2.7781949043273926
2025-05-25,2.798966884613037
2025-05-26,2.7689731121063232
2025-05-27,2.8184258937835693
2025-05-28,2.8557090759277344
2025-05-29,2.752574920654297
2025-05-30,2.444891929626465
2025-05-31,2.420644998550415
2025-06-01,2.4612479209899902
2025-06-02,2.5068271160125732
2025-06-03,2.5073559284210205
2025-06-04,2.437052011489868
2025-06-05,2.257765054702759
2025-06-06,2.3176140785217285
2025-06-07,2.4224979877471924
2025-06-08,2.421236991882324
2025-06-09,2.5434799194335938
2025-06-10,2.658143997192383
2025-06-11,2.573251962661743
2025-06-12,2.3780739307403564
2025-06-13,2.2385849952697754
2025-06-14,2.2373499870300293
2025-06-15,2.2282450199127197
2025-06-16,2.2752389907836914
2025-06-17,2.1457738876342773
2025-06-18,2.1861400604248047
2025-06-19,2.1802709102630615
2025-06-20,2.07731294631958
2025-06-21,1.968574047088623
2025-06-22,1.8943309783935547
2025-06-23,2.1326398849487305
2025-06-24,2.187052011489868
2025-06-25,2.13871693611145
2025-06-26,2.0509140491485596
2025-06-27,2.114022970199585
2025-06-28,2.1686980724334717
2025-06-29,2.262371063232422
2025-06-30,2.147710084915161
2025-07-01,2.040018081665039
2025-07-02,2.218118906021118
2025-07-03,2.2722620964050293
2025-07-04,2.1326019763946533
2025-07-05,2.149513006210327
2025-07-06,2.1808791160583496
2025-07-07,2.159240961074829
2025-07-08,2.243480920791626
2025-07-09,2.3391079902648926
2025-07-10,2.516211986541748
2025-07-11,2.5072739124298096
2025-07-12,2.4822440147399902
2025-07-13,2.53157901763916
2025-07-14,2.5791540145874023
2025-07-15,2.667607069015503
2025-07-16,2.7328219413757324
2025-07-17,2.821985960006714
2025-07-18,2.803960084915161
2025-07-19,2.9204189777374268
2025-07-20,2.9798669815063477
2025-07-21,3.0256989002227783
2025-07-22,3.0303540229797363
2025-07-23,2.7553670406341553
2025-07-24,2.7169620990753174
2025-07-25,2.8557610511779785
2025-07-26,2.8824338912963867
2025-07-27,2.9592270851135254
2025-07-28,2.737520933151245
2025-07-29,2.7223598957061768
2025-07-30,2.655457019805908
2025-07-31,2.5397748947143555
2025-08-01,2.4200809001922607
2025-08-02,2.3466379642486572
2025-08-03,2.4449949264526367
2025-08-04,2.5530550479888916
2025-08-05,2.46510910987854
2025-08-06,2.488231897354126
2025-08-07,2.649390935897827
2025-08-08,2.7129950523376465
2025-08-09,2.8324649333953857
2025-08-10,2.7534639835357666
2025-08-11,2.6084940433502197
2025-08-12,2.7843739986419678
2025-08-13,2.9951980113983154
2025-08-14,2.7610180377960205
2025-08-15,2.708395004272461
2025-08-16,2.7420010566711426
2025-08-17,2.7014570236206055
2025-08-18,2.575464963912964
2025-08-19,2.4199960231781006
2025-08-20,2.5420420169830322
2025-08-21,2.444291114807129
2025-08-22,2.6872010231018066
2025-08-23,2.6972548961639404
2025-08-24,2.6538150310516357
2025-08-25,2.3976120948791504
2025-08-26,2.526470899581909
2025-08-27,2.5159659385681152
2025-08-28,2.542125940322876
2025-08-29,2.4314210414886475
2025-08-30,2.434943914413452
2025-08-31,2.3673110008239746
2025-09-01,2.3341870307922363
2025-09-02,2.4386301040649414
2025-09-03,2.469644069671631
2025-09-04,2.3773789405822754
2025-09-05,2.3991520404815674
2025-09-06,2.402820110321045
2025-09-07,2.4650330543518066
2025-09-08,2.5777618885040283
2025-09-09,2.6325631141662598
2025-09-10,2.7251698970794678
2025-09-11,2.7447900772094727
2025-09-12,2.791198968887329
2025-09-13,2.811950922012329
2025-09-14,2.7084200382232666
2025-09-15,2.6282169818878174
2025-09-16,2.7107880115509033
2025-09-17,2.822927951812744
2025-09-18,3.184356927871704
2025-09-19,3.125201940536499
2025-09-20,3.15885591506958
2025-09-21,3.135974884033203
2025-09-22,2.9755470752716064
2025-09-23,2.921520948410034
2025-09-24,3.0246639251708984
2025-09-25,2.728200912475586
2025-09-26,2.6833596229553223
